bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
betmgm,3912547,prediction probability unavailable,espn-401772831,203.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,205.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,205.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,203.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,205.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,205.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,206.5,passing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,2.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,3.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,3.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,2.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,3.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,3.5,rushing_attempts,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,8.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,8.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,10.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,3912547,prediction probability unavailable,espn-401772831,8.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,3912547,prediction probability unavailable,espn-401772831,8.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,3912547,prediction probability unavailable,espn-401772831,9.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,3912547,prediction probability unavailable,espn-401772831,10.5,rushing_yards,,Sam Darnold,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,8.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betonlineag,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
bovada,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
fanduel,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
williamhill_us,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
draftkings,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,10.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
fanatics,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,10.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betrivers,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,11.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betmgm,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,8.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betonlineag,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
bovada,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
fanduel,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
williamhill_us,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,9.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
draftkings,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,10.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
fanatics,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,10.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betrivers,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receiving_yards",espn-401772831,11.5,receiving_yards,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betmgm,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betonlineag,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betrivers,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
bovada,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
draftkings,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
fanatics,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
fanduel,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
williamhill_us,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,OVER,SEA,1
betmgm,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betonlineag,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betrivers,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
bovada,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
draftkings,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
fanatics,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
fanduel,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
williamhill_us,4426385,"outcome market is missing: game_id=espn-401772831, canonical_player_id=4426385, market=receptions",espn-401772831,1.5,receptions,,Zach Charbonnet,,OUTCOME_MARKET_MISSING,2025,UNDER,SEA,1
betmgm,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,4426385,prediction probability unavailable,espn-401772831,7.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,4426385,prediction probability unavailable,espn-401772831,7.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,4426385,prediction probability unavailable,espn-401772831,6.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,4426385,prediction probability unavailable,espn-401772831,7.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,4426385,prediction probability unavailable,espn-401772831,7.5,rushing_attempts,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,4426385,prediction probability unavailable,espn-401772831,27.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,4426385,prediction probability unavailable,espn-401772831,28.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,4426385,prediction probability unavailable,espn-401772831,30.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
williamhill_us,4426385,prediction probability unavailable,espn-401772831,30.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,4426385,prediction probability unavailable,espn-401772831,31.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,4426385,prediction probability unavailable,espn-401772831,27.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,4426385,prediction probability unavailable,espn-401772831,28.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,4426385,prediction probability unavailable,espn-401772831,29.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,4426385,prediction probability unavailable,espn-401772831,30.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
williamhill_us,4426385,prediction probability unavailable,espn-401772831,30.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,4426385,prediction probability unavailable,espn-401772831,31.5,rushing_yards,,Zach Charbonnet,,PREDICTION_MISSING,2025,UNDER,SEA,1
betmgm,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
betrivers,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
bovada,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
fanatics,4567048,prediction probability unavailable,espn-401772831,15.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
betmgm,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
betonlineag,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
bovada,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
draftkings,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanduel,4567048,prediction probability unavailable,espn-401772831,14.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
fanatics,4567048,prediction probability unavailable,espn-401772831,15.5,rushing_attempts,,Kenneth Walker III,,PREDICTION_MISSING,2025,UNDER,SEA,1
betrivers,4567048,prediction probability unavailable,espn-401772831,57.5,rushing_yards,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
betonlineag,4567048,prediction probability unavailable,espn-401772831,59.5,rushing_yards,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
draftkings,4567048,prediction probability unavailable,espn-401772831,59.5,rushing_yards,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
fanduel,4567048,prediction probability unavailable,espn-401772831,59.5,rushing_yards,,Kenneth Walker III,,PREDICTION_MISSING,2025,OVER,SEA,1
