actual_stat,american_odds,baseline_edge,baseline_probability,bookmaker,candidate_edge,canonical_player_id,decimal_odds,decision,distribution,explanation_key,game_id,grade,line,market,model_probability,nested_configuration,nested_threshold,no_vig_market_probability,opponent,player_name,policy_expected_value,policy_probability,predicted_mean,predicted_variance,probability_bucket,profit_units,promotion_eligible,push_probability,research_only,residual_adjustment,residual_model_status,residual_probability,season,side,team,week
96.0,-114.0,-0.463,0.037,betonlineag,0.3299954773931839,4242335,1.8771929824561404,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,81.5,rushing_yards,0.8299954773931839,residual_half_life_9,0.01,0.5,NE,Jonathan Taylor,0.06179589498898136,0.5656295889193639,105.60496368729086,871.2518792403883,80-90%,0.8771929824561403,False,0.0,True,0.06562958891936388,READY_WALK_FORWARD,0.5656295889193639,2024,OVER,IND,13
96.0,-110.0,-0.4658,0.0342,fanduel,0.3206966744694739,4242335,1.9090909090909092,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,82.5,rushing_yards,0.8206966744694739,residual_half_life_9,0.01,0.5,NE,Jonathan Taylor,0.07634656889506197,0.5638005837069372,105.60496368729086,871.2518792403883,80-90%,0.9090909090909091,False,0.0,True,0.0638005837069372,READY_WALK_FORWARD,0.5638005837069372,2024,OVER,IND,13
96.0,115.0,-0.40878122270742356,0.0279,betrivers,0.3641563068126234,4242335,2.15,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,84.5,rushing_yards,0.8008375295200469,residual_half_life_9,0.01,0.43668122270742354,NE,Jonathan Taylor,0.10098259710228141,0.5120849288847821,105.60496368729086,871.2518792403883,80-90%,1.15,False,0.0,True,0.07540370617735853,READY_WALK_FORWARD,0.5120849288847821,2024,OVER,IND,13
96.0,145.0,-0.36535347783888705,0.0164,betrivers,0.3619284061988562,4242335,2.45,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,89.5,rushing_yards,0.7436818840377433,residual_half_life_9,0.01,0.3817534778388871,NE,Jonathan Taylor,0.1208075552446235,0.4574724715284177,105.60496368729086,871.2518792403883,70-80%,1.45,False,0.0,True,0.07571899368953061,READY_WALK_FORWARD,0.4574724715284177,2024,OVER,IND,13
96.0,180.0,-0.3205199638663053,0.0092,betrivers,0.34642289386628855,4242335,2.8,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,WIN,94.5,rushing_yards,0.6761428577325939,residual_half_life_9,0.01,0.3297199638663053,NE,Jonathan Taylor,0.1237338721297393,0.4013335257606212,105.60496368729086,871.2518792403883,60-70%,1.8,False,0.0,True,0.07161356189431589,READY_WALK_FORWARD,0.4013335257606212,2024,OVER,IND,13
96.0,230.0,-0.2757230502052415,0.0053,betrivers,0.31891659193668065,4242335,3.3,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,LOSS,99.5,rushing_yards,0.5999396421419222,residual_half_life_9,0.01,0.28102305020524154,NE,Jonathan Taylor,0.1382441584440608,0.34492247225577605,105.60496368729086,871.2518792403883,50-60%,-1.0,False,0.0,True,0.0638994220505345,READY_WALK_FORWARD,0.34492247225577605,2024,OVER,IND,13
96.0,290.0,-0.2350485511912427,0.0032,betrivers,0.2800885875819982,4242335,3.9,BET,student_t,espn-401671620|4242335|rushing_yards,espn-401671620,LOSS,104.5,rushing_yards,0.518337138773241,residual_half_life_9,0.01,0.23824855119124272,NE,Jonathan Taylor,0.1390499853722249,0.292064098813391,105.60496368729086,871.2518792403883,50-60%,-1.0,False,0.0,True,0.053815547622148296,READY_WALK_FORWARD,0.292064098813391,2024,OVER,IND,13
20.0,105.0,0.30076954156954155,0.7592,betrivers,0.3213216137682407,4427095,2.05,BET,student_t,espn-401671620|4427095|receiving_yards,espn-401671620,LOSS,39.5,receiving_yards,0.7797520721986991,residual_half_life_9,0.01,0.45843045843045843,IND,DeMario Douglas,0.028139399501249773,0.5015314143908536,48.64049972186452,198.52813612145735,70-80%,-1.0,False,0.0,True,0.04310095596039515,READY_WALK_FORWARD,0.5015314143908536,2024,OVER,NE,13
4.0,-150.0,0.07748122270742364,0.6408,betmgm,0.028199465646862598,4427095,1.6666666666666665,PASS,poisson,espn-401671620|4427095|receptions,espn-401671620,WIN,4.5,receptions,0.591518242939439,residual_half_life_9,0.01,0.5633187772925764,IND,DeMario Douglas,0.027242971411762462,0.6163457828470575,4.191303134784447,2.851757525965461,50-60%,0.6666666666666666,False,0.0,True,0.053027005554481144,READY_WALK_FORWARD,0.6163457828470575,2024,UNDER,NE,13
41.0,180.0,0.4844800361336947,0.8142,betrivers,0.6313704748405672,4429022,2.8,BET,student_t,espn-401671620|4429022|receiving_yards,espn-401671620,LOSS,19.5,receiving_yards,0.9610904387068725,residual_half_life_9,0.01,0.3297199638663053,IND,Kayshon Boutte,0.06438352489653276,0.38013697317733314,11.571149238608264,21.39646553129515,90-100%,-1.0,False,0.0,True,0.05041700931102783,READY_WALK_FORWARD,0.38013697317733314,2024,UNDER,NE,13
41.0,132.0,0.5494729393287185,0.9523,betrivers,0.5894696730422406,4429022,2.3200000000000003,BET,student_t,espn-401671620|4429022|receiving_yards,espn-401671620,LOSS,24.5,receiving_yards,0.9922967337135221,residual_half_life_9,0.01,0.40282706067128143,IND,Kayshon Boutte,0.04184231649222836,0.44906996400527077,11.571149238608264,21.39646553129515,90-100%,-1.0,False,0.0,True,0.04624290333398934,READY_WALK_FORWARD,0.44906996400527077,2024,UNDER,NE,13
41.0,-104.0,0.5115723926380369,0.9901,betrivers,0.5194268185481052,4429022,1.9615384615384617,BET,student_t,espn-401671620|4429022|receiving_yards,espn-401671620,LOSS,29.5,receiving_yards,0.9979544259100683,residual_half_life_9,0.01,0.47852760736196315,IND,Kayshon Boutte,0.031689727097770515,0.5259594687165104,11.571149238608264,21.39646553129515,90-100%,-1.0,False,0.0,True,0.0474318613545473,READY_WALK_FORWARD,0.5259594687165104,2024,UNDER,NE,13
41.0,-110.0,0.4949,0.9949,fanduel,0.4987077783784627,4429022,1.9090909090909092,BET,student_t,espn-401671620|4429022|receiving_yards,espn-401671620,LOSS,31.5,receiving_yards,0.9987077783784627,residual_half_life_9,0.01,0.5,IND,Kayshon Boutte,0.028321073473868974,0.5386443718196456,11.571149238608264,21.39646553129515,90-100%,-1.0,False,0.0,True,0.03864437181964564,READY_WALK_FORWARD,0.5386443718196456,2024,UNDER,NE,13
1.0,195.0,-0.26542223393045306,0.0507,betrivers,-0.03180601024563884,4431452,2.95,PASS,negative_binomial,espn-401671620|4431452|passing_tds,espn-401671620,LOSS,1.5,passing_tds,0.28431622368481424,residual_half_life_9,0.01,0.3161222339304531,IND,Drake Maye,0.04099576512654268,0.3528799203818788,1.0581446971058093,1.1673397322028398,20-30%,-1.0,False,0.0,True,0.03675768645142574,READY_WALK_FORWARD,0.3528799203818788,2024,OVER,NE,13
238.0,280.0,0.7554844606946983,1.0,betrivers,0.01597502950048066,4431452,3.8,PASS,student_t,espn-401671620|4431452|passing_yards,espn-401671620,LOSS,179.5,passing_yards,0.2604905688057823,residual_half_life_9,0.01,0.24451553930530165,IND,Drake Maye,0.0840256632625136,0.285269911384872,202.90439209771102,1918.265047076076,20-30%,-1.0,False,0.0,True,0.04075437207957036,READY_WALK_FORWARD,0.285269911384872,2024,UNDER,NE,13
238.0,210.0,0.7001110699740837,1.0,betrivers,0.054638702436969167,4431452,3.1,BET,student_t,espn-401671620|4431452|passing_yards,espn-401671620,LOSS,189.5,passing_yards,0.3545276324628855,residual_half_life_9,0.01,0.2998889300259163,IND,Drake Maye,0.054628171385021185,0.340202635930652,202.90439209771102,1918.265047076076,30-40%,-1.0,False,0.0,True,0.04031370590473565,READY_WALK_FORWARD,0.340202635930652,2024,UNDER,NE,13
238.0,160.0,0.6412556053811659,1.0,betrivers,0.10323928476222266,4431452,2.6,BET,student_t,espn-401671620|4431452|passing_yards,espn-401671620,LOSS,199.5,passing_yards,0.4619836793810568,residual_half_life_9,0.01,0.3587443946188341,IND,Drake Maye,0.03671253934603602,0.39873559205616765,202.90439209771102,1918.265047076076,40-50%,-1.0,False,0.0,True,0.03999119743733354,READY_WALK_FORWARD,0.39873559205616765,2024,UNDER,NE,13
238.0,120.0,0.5745729303547963,1.0,betrivers,0.14782047536473109,4431452,2.2,BET,student_t,espn-401671620|4431452|passing_yards,espn-401671620,LOSS,209.5,passing_yards,0.5732475450099348,residual_half_life_9,0.01,0.4254270696452037,IND,Drake Maye,0.01722304016672671,0.4623741091666939,202.90439209771102,1918.265047076076,50-60%,-1.0,False,0.0,True,0.0369470395214902,READY_WALK_FORWARD,0.4623741091666939,2024,UNDER,NE,13
238.0,-110.0,0.5,1.0,fanduel,0.20571655760430207,4431452,1.9090909090909092,BET,student_t,espn-401671620|4431452|passing_yards,espn-401671620,LOSS,222.5,passing_yards,0.7057165576043021,residual_half_life_9,0.01,0.5,IND,Drake Maye,0.018659060891001777,0.5335833176095723,202.90439209771102,1918.265047076076,70-80%,-1.0,False,0.0,True,0.03358331760957234,READY_WALK_FORWARD,0.5335833176095723,2024,UNDER,NE,13
5.0,-128.0,-0.5178701091382961,0.0086,fanduel,0.011228395847238226,4431452,1.78125,PASS,negative_binomial,espn-401671620|4431452|rushing_attempts,espn-401671620,WIN,4.5,rushing_attempts,0.5376985049855344,residual_half_life_9,0.01,0.5264701091382962,IND,Drake Maye,0.0384041774618854,0.5829637487505321,4.957940982994519,5.8833917966294065,50-60%,0.78125,False,0.0,True,0.05649363961223597,READY_WALK_FORWARD,0.5829637487505321,2024,OVER,NE,13
21.0,-108.0,0.4015555673382821,0.8883,betrivers,0.38543991805542377,4569173,1.925925925925926,BET,student_t,espn-401671620|4569173|receiving_yards,espn-401671620,WIN,11.5,receiving_yards,0.8721843507171416,residual_half_life_9,0.01,0.48674443266171785,IND,Rhamondre Stevenson,0.015760845136571333,0.5274142849747582,23.14614932419525,137.25472355984826,80-90%,0.9259259259259259,False,0.0,True,0.04066985231304032,READY_WALK_FORWARD,0.5274142849747582,2024,OVER,NE,13
0.0,195.0,0.6821004590601787,0.9976,betrivers,0.30577410761313967,4597500,2.95,BET,student_t,espn-401671620|4597500|receiving_yards,espn-401671620,WIN,24.5,receiving_yards,0.6212736485529611,residual_half_life_9,0.01,0.3154995409398214,NE,Adonai Mitchell,0.017701097319162362,0.344983422820055,22.208595571038796,82.21826910146572,60-70%,1.95,False,0.0,True,0.029483881880233598,READY_WALK_FORWARD,0.344983422820055,2024,UNDER,IND,13
0.0,140.0,0.610960053619303,0.9997,betrivers,0.43786855114857587,4597500,2.4,BET,student_t,espn-401671620|4597500|receiving_yards,espn-401671620,WIN,29.5,receiving_yards,0.8266084975292729,residual_half_life_9,0.01,0.38873994638069703,NE,Adonai Mitchell,0.02009269686848758,0.4250386236952032,22.208595571038796,82.21826910146572,80-90%,1.4,False,0.0,True,0.036298677314506145,READY_WALK_FORWARD,0.4250386236952032,2024,UNDER,IND,13
0.0,106.0,0.5435460883633142,1.0,betrivers,0.4732862477855483,4597500,2.06,BET,student_t,espn-401671620|4597500|receiving_yards,espn-401671620,WIN,34.5,receiving_yards,0.9297401594222341,residual_half_life_9,0.01,0.4564539116366858,NE,Adonai Mitchell,0.013827462970911308,0.4921492538693744,22.208595571038796,82.21826910146572,90-100%,1.06,False,0.0,True,0.03569534223268861,READY_WALK_FORWARD,0.4921492538693744,2024,UNDER,IND,13
0.0,100.0,0.5306122448979591,1.0,draftkings,0.4965652340774722,4597500,2.0,BET,student_t,espn-401671620|4597500|receiving_yards,espn-401671620,WIN,38.5,receiving_yards,0.9659529891795131,residual_half_life_9,0.01,0.4693877551020409,NE,Adonai Mitchell,0.039584541927683015,0.5197922709638415,22.208595571038796,82.21826910146572,90-100%,1.0,False,0.0,True,0.050404515861800614,READY_WALK_FORWARD,0.5197922709638415,2024,UNDER,IND,13
0.0,-103.0,0.529412918153653,1.0,williamhill_us,0.5008653301560555,4597500,1.970873786407767,BET,student_t,espn-401671620|4597500|receiving_yards,espn-401671620,WIN,39.5,receiving_yards,0.9714524120024025,residual_half_life_9,0.01,0.470587081846347,NE,Adonai Mitchell,0.05400714153522035,0.5347918008774764,22.208595571038796,82.21826910146572,90-100%,0.970873786407767,False,0.0,True,0.06420471903112934,READY_WALK_FORWARD,0.5347918008774764,2024,UNDER,IND,13
3.0,290.0,0.5079514488087573,0.7462,betrivers,-0.04825893387831548,14881,3.9,PASS,negative_binomial,espn-401671627|14881|passing_tds,espn-401671627,LOSS,0.5,passing_tds,0.18998961731292724,residual_half_life_9,0.01,0.23824855119124272,CIN,Russell Wilson,0.02658267899024047,0.26322632794621553,1.66078635398509,1.4047803736987383,10-20%,-1.0,False,0.0,True,0.024977776754972814,READY_WALK_FORWARD,0.26322632794621553,2024,UNDER,PIT,13
3.0,143.0,-0.35524437789642,0.0323,betrivers,0.1069340309383206,14881,2.4299999999999997,BET,negative_binomial,espn-401671627|14881|passing_tds,espn-401671627,WIN,1.5,passing_tds,0.4944784088347406,residual_half_life_9,0.01,0.38754437789642,CIN,Russell Wilson,0.03339799470291405,0.42526666448679595,1.66078635398509,1.4047803736987383,40-50%,1.43,False,0.0,True,0.037722286590375964,READY_WALK_FORWARD,0.42526666448679595,2024,OVER,PIT,13
414.0,275.0,0.7530294287362954,1.0,betrivers,0.43277671873934176,14881,3.75,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,179.5,passing_yards,0.6797472900030463,residual_half_life_9,0.01,0.24697057126370459,CIN,Russell Wilson,0.2989601378784711,0.34638937010092563,160.42305623586816,2459.150732175597,60-70%,-1.0,False,0.0,True,0.09941879883722105,READY_WALK_FORWARD,0.34638937010092563,2024,UNDER,PIT,13
414.0,205.0,0.6949217995752075,1.0,betrivers,0.45332677304320285,14881,3.05,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,189.5,passing_yards,0.7584049734679953,residual_half_life_9,0.01,0.30507820042479245,CIN,Russell Wilson,0.237666532651872,0.40579230578749903,160.42305623586816,2459.150732175597,70-80%,-1.0,False,0.0,True,0.10071410536270659,READY_WALK_FORWARD,0.40579230578749903,2024,UNDER,PIT,13
414.0,155.0,0.6350999131190269,1.0,betrivers,0.4572605222881114,14881,2.55,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,199.5,passing_yards,0.8221606091690845,residual_half_life_9,0.01,0.3649000868809731,CIN,Russell Wilson,0.17495558979096193,0.46076689795724,160.42305623586816,2459.150732175597,80-90%,-1.0,False,0.0,True,0.09586681107626693,READY_WALK_FORWARD,0.46076689795724,2024,UNDER,PIT,13
414.0,118.0,0.5711377365417347,1.0,betrivers,0.44239780776767496,14881,2.1799999999999997,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,209.5,passing_yards,0.8712600712259402,residual_half_life_9,0.01,0.4288622634582652,CIN,Russell Wilson,0.11910733361164905,0.5133519878952519,160.42305623586816,2459.150732175597,80-90%,-1.0,False,0.0,True,0.08448972443698671,READY_WALK_FORWARD,0.5133519878952519,2024,UNDER,PIT,13
414.0,-112.0,0.505090820232956,1.0,betrivers,0.41275769272184787,14881,1.8928571428571428,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,219.5,passing_yards,0.9076668724888919,residual_half_life_9,0.01,0.494909179767044,CIN,Russell Wilson,0.0655968140845149,0.5629568074408758,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.06804762767383182,READY_WALK_FORWARD,0.5629568074408758,2024,UNDER,PIT,13
414.0,-115.0,0.497950399672064,1.0,betrivers,0.40865895614065584,14881,1.8695652173913042,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,220.5,passing_yards,0.9107085564685918,residual_half_life_9,0.01,0.502049600327936,CIN,Russell Wilson,0.062056758491068176,0.5680768708208039,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.06602727049286794,READY_WALK_FORWARD,0.5680768708208039,2024,UNDER,PIT,13
414.0,-110.0,0.5,1.0,fanduel,0.416500060167742,14881,1.9090909090909092,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,222.5,passing_yards,0.916500060167742,residual_half_life_9,0.01,0.5,CIN,Russell Wilson,0.08375019250018134,0.5676786722619998,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.06767867226199975,READY_WALK_FORWARD,0.5676786722619998,2024,UNDER,PIT,13
414.0,-117.0,0.5,1.0,williamhill_us,0.4192551535202521,14881,1.8547008547008548,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,223.5,passing_yards,0.9192551535202521,residual_half_life_9,0.01,0.5,CIN,Russell Wilson,0.05369417021154271,0.5681208198836428,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.06812081988364282,READY_WALK_FORWARD,0.5681208198836428,2024,UNDER,PIT,13
414.0,-115.0,0.5,1.0,bovada,0.421919945437902,14881,1.8695652173913042,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,224.5,passing_yards,0.921919945437902,residual_half_life_9,0.01,0.5,CIN,Russell Wilson,0.06293826151364873,0.5685483724375331,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.06854837243753309,READY_WALK_FORWARD,0.5685483724375331,2024,UNDER,PIT,13
414.0,-120.0,0.4898785425101214,1.0,draftkings,0.41437554251332953,14881,1.8333333333333335,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,225.5,passing_yards,0.9244970000032081,residual_half_life_9,0.01,0.5101214574898786,CIN,Russell Wilson,0.06367869656163061,0.5801883799427076,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.07006692245282897,READY_WALK_FORWARD,0.5801883799427076,2024,UNDER,PIT,13
414.0,-150.0,0.43782837127845886,1.0,betrivers,0.37180621191733876,14881,1.6666666666666665,BET,student_t,espn-401671627|14881|passing_yards,espn-401671627,LOSS,229.5,passing_yards,0.9339778406388799,residual_half_life_9,0.01,0.5621716287215411,CIN,Russell Wilson,0.017334570921136494,0.610400742552682,160.42305623586816,2459.150732175597,90-100%,-1.0,False,0.0,True,0.04822911383114081,READY_WALK_FORWARD,0.610400742552682,2024,UNDER,PIT,13
3.0,109.0,-0.44768706154679017,0.0022,betonlineag,0.31235660401823506,14881,2.09,BET,negative_binomial,espn-401671627|14881|rushing_attempts,espn-401671627,LOSS,3.5,rushing_attempts,0.7622436655650252,residual_half_life_9,0.01,0.44988706154679015,CIN,Russell Wilson,0.07211611757657155,0.5129742189361587,5.403410912045577,6.419732325020278,70-80%,-1.0,False,0.0,True,0.06308715738936854,READY_WALK_FORWARD,0.5129742189361587,2024,OVER,PIT,13
3.0,-110.0,-0.4386,0.0614,fanduel,0.43861877499727464,14881,1.9090909090909092,BET,student_t,espn-401671627|14881|rushing_yards,espn-401671627,LOSS,8.5,rushing_yards,0.9386187749972746,residual_half_life_9,0.01,0.5,CIN,Russell Wilson,0.12035162162548829,0.5868508494228748,24.191982840965476,119.27029359634116,90-100%,-1.0,False,0.0,True,0.0868508494228748,READY_WALK_FORWARD,0.5868508494228748,2024,OVER,PIT,13
3.0,-110.0,-0.4491785425101215,0.0407,betmgm,0.4386507272416075,14881,1.9090909090909092,BET,student_t,espn-401671627|14881|rushing_yards,espn-401671627,LOSS,9.5,rushing_yards,0.928529269751729,residual_half_life_9,0.01,0.48987854251012153,CIN,Russell Wilson,0.11068483747304991,0.5817872958192166,24.191982840965476,119.27029359634116,90-100%,-1.0,False,0.0,True,0.09190875330909509,READY_WALK_FORWARD,0.5817872958192166,2024,OVER,PIT,13
3.0,104.0,-0.43056099909720125,0.0246,williamhill_us,0.4616040803442946,14881,2.04,BET,student_t,espn-401671627|14881|rushing_yards,espn-401671627,LOSS,10.5,rushing_yards,0.9167650794414959,residual_half_life_9,0.01,0.45516099909720126,CIN,Russell Wilson,0.15198874805643525,0.564700366694331,24.191982840965476,119.27029359634116,90-100%,-1.0,False,0.0,True,0.10953936759712973,READY_WALK_FORWARD,0.564700366694331,2024,OVER,PIT,13
3.0,260.0,-0.25723195876288657,0.0005,betrivers,0.4407517192863326,14881,3.6,BET,student_t,espn-401671627|14881|rushing_yards,espn-401671627,LOSS,19.5,rushing_yards,0.6984836780492192,residual_half_life_9,0.01,0.25773195876288657,CIN,Russell Wilson,0.22912916089318713,0.3414247669147742,24.191982840965476,119.27029359634116,60-70%,-1.0,False,0.0,True,0.08369280815188762,READY_WALK_FORWARD,0.3414247669147742,2024,OVER,PIT,13
3.0,255.0,-0.1437144052922911,0.1182,betrivers,-0.09569750708643326,3915511,3.55,PASS,negative_binomial,espn-401671627|3915511|passing_tds,espn-401671627,WIN,2.5,passing_tds,0.16621689820585783,residual_half_life_9,0.01,0.2619144052922911,PIT,Joe Burrow,0.01690832704530476,0.28645304987191683,1.3988186626643262,0.9281011135754307,10-20%,2.55,False,0.0,True,0.024538644579625735,READY_WALK_FORWARD,0.28645304987191683,2024,OVER,CIN,13
