feature,importance,importance_stddev,market,test_rows,test_week,train_rows
home,0.006494356037006099,0.003750285777077234,rushing_attempts,96,13,993
season_week,0.0,0.0,rushing_attempts,96,13,993
game_total,0.0,0.0,rushing_attempts,96,13,993
team_spread,0.0,0.0,rushing_attempts,96,13,993
implied_team_total,0.0,0.0,rushing_attempts,96,13,993
history_games,-0.0036194233979907507,0.010720529633729851,rushing_attempts,116,15,1194
rolling_mean_3,0.042510630687963055,0.017070635481233946,rushing_attempts,116,15,1194
rolling_mean_5,0.13736942085526999,0.033518541401796706,rushing_attempts,116,15,1194
rolling_mean_all,0.016407548434555254,0.013915810831034336,rushing_attempts,116,15,1194
rolling_std_5,-0.00957809832514247,0.008899269915477338,rushing_attempts,116,15,1194
rolling_std_all,0.018285319877725838,0.017876344076388558,rushing_attempts,116,15,1194
last_value,0.09295738374421916,0.04151452143684202,rushing_attempts,116,15,1194
recent_form_delta,0.014418631287920026,0.010900925316919791,rushing_attempts,116,15,1194
zero_rate,0.0,0.0,rushing_attempts,116,15,1194
usage_mean_3,0.912859284419083,0.1703148846766895,rushing_attempts,116,15,1194
usage_mean_all,0.3026675882932083,0.04625340010152841,rushing_attempts,116,15,1194
team_market_mean_5,0.014931943707084106,0.013420945427481392,rushing_attempts,116,15,1194
opponent_allowed_mean_5,0.10447033058756672,0.033124111570423054,rushing_attempts,116,15,1194
team_plays_mean_5,-0.010607302695305876,0.017328008012125525,rushing_attempts,116,15,1194
qb_strength_mean_5,0.00652112719136051,0.011558983305124632,rushing_attempts,116,15,1194
home,-0.0008232897986547805,0.010663926883797201,rushing_attempts,116,15,1194
season_week,0.0,0.0,rushing_attempts,116,15,1194
game_total,0.0,0.0,rushing_attempts,116,15,1194
team_spread,0.0,0.0,rushing_attempts,116,15,1194
implied_team_total,0.0,0.0,rushing_attempts,116,15,1194
history_games,0.0281054426920714,0.011187562813743333,rushing_attempts,123,17,1433
rolling_mean_3,0.03562463319049147,0.010652642052688413,rushing_attempts,123,17,1433
rolling_mean_5,0.1500740292540061,0.03391428727081568,rushing_attempts,123,17,1433
rolling_mean_all,0.1292482104347159,0.025764534042169003,rushing_attempts,123,17,1433
rolling_std_5,0.026780925254768384,0.01656430185722078,rushing_attempts,123,17,1433
rolling_std_all,-0.002703714376231847,0.006606984025607884,rushing_attempts,123,17,1433
last_value,0.25809136079783607,0.07047604480753544,rushing_attempts,123,17,1433
recent_form_delta,0.0008693234203916766,0.011011650456686757,rushing_attempts,123,17,1433
zero_rate,-0.0017285043704737824,0.0014113179086104749,rushing_attempts,123,17,1433
